idProtein	IdUniprot	EntryName	ProteinNames	Organism	OrganismID	Length	HasStructure	RepType	SubGroup
154	P04637	P53_HUMAN	Cellular tumor antigen p53(Antigen NY-CO-13)(Phosphoprotein p53)(Tumor suppressor p53)(Antigen NY-CO-13)(Phosphoprotein p53)(Tumor suppressor p53)	Homo sapiens (Human)	9606	393	TRUE	Ank	Partner
155	Q13625	ASPP2_HUMAN	Apoptosis-stimulating of p53 protein 2(Bcl2-binding protein)(Renal carcinoma antigen NY-REN-51)(Tumor suppressor p53-binding protein 2)(Bcl2-binding protein)(Renal carcinoma antigen NY-REN-51)(Tumor suppressor p53-binding protein 2)	Homo sapiens (Human)	9606	1128	TRUE	Ank	Ank
156	P46531	NOTC1_HUMAN	Translocation-associated notch protein TAN-1	Homo sapiens (Human)	9606	2555	TRUE	Ank	Ank
157	Q9Z2X2	PSD10_MOUSE	26S proteasome non-ATPase regulatory subunit 10(26S proteasome regulatory subunit p28)(Gankyrin)(26S proteasome regulatory subunit p28)(Gankyrin)	Mus musculus (Mouse)	10090	231	TRUE	Ank	Ank
158	P43686	PRS6B_HUMAN	26S protease regulatory subunit 6B(26S proteasome AAA-ATPase subunit RPT3)(MB67-interacting protein)(MIP224)(Proteasome 26S subunit ATPase 4)(Tat-binding protein 7)(26S proteasome AAA-ATPase subunit RPT3)(MB67-interacting protein)(MIP224)(Proteasome 26S subunit ATPase 4)(Tat-binding protein 7)	Homo sapiens (Human)	9606	418	TRUE	Ank	Partner
159	Q63570	PRS6B_RAT	26S protease regulatory subunit 6B(26S proteasome AAA-ATPase subunit RPT3)(Proteasome 26S subunit ATPase 4)(Tat-binding protein 7)(26S proteasome AAA-ATPase subunit RPT3)(Proteasome 26S subunit ATPase 4)(Tat-binding protein 7)	Rattus norvegicus (Rat)	10116	418	TRUE	Ank	Partner
160	P33298	PRS6B_YEAST	26S protease regulatory subunit 6B homolog(Protein YNT1)(Tat-binding homolog 2)(Protein YNT1)(Tat-binding homolog 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Bakers yeast)	559292	428	TRUE	Ank	Partner
161	Q06330	SUH_HUMAN	Recombining binding protein suppressor of hairless(CBF-1)(J kappa-recombination signal-binding protein)(RBP-J kappa)(Renal carcinoma antigen NY-REN-30)(CBF-1)(J kappa-recombination signal-binding protein)(RBP-J kappa)(Renal carcinoma antigen NY-REN-30)	Homo sapiens (Human)	9606	500	TRUE	Ank	Partner
162	Q92585	MAML1_HUMAN	Mastermind-like protein 1	Homo sapiens (Human)	9606	1016	TRUE	Ank	Partner
163	Q8MXE7	Q8MXE7_CAEEL		Caenorhabditis elegans 	6239	671	TRUE	Ank	Partner
164	Q09260	LAG3_CAEEL	Protein lag-3(Abnormal cell lineage protein 3)(Abnormal germline proliferation protein 3)(Abnormal cell lineage protein 3)(Abnormal germline proliferation protein 3)	Caenorhabditis elegans 	6239	490	TRUE	Ank	Partner
165	P14585	LIN12_CAEEL	Abnormal cell lineage protein 12	Caenorhabditis elegans 	6239	1429	TRUE	Ank	Ank
166	O35433	TRPV1_RAT	Transient receptor potential cation channel subfamily V member 1(Capsaicin receptor)(Osm-9-like TRP channel 1)(Vanilloid receptor 1)(Vanilloid receptor type 1-like)(Capsaicin receptor)(Osm-9-like TRP channel 1)(Vanilloid receptor 1)(Vanilloid receptor type 1-like)	Rattus norvegicus (Rat)	10116	838	TRUE	Ank	Ank
167	Q9H9B1	EHMT1_HUMAN	Histone-lysine N-methyltransferase EHMT1(Euchromatic histone-lysine N-methyltransferase 1)(G9a-like protein 1)(Histone H3-K9 methyltransferase 5)(Lysine N-methyltransferase 1D)(Euchromatic histone-lysine N-methyltransferase 1)(G9a-like protein 1)(Histone H3-K9 methyltransferase 5)(Lysine N-methyltransferase 1D)	Homo sapiens (Human)	9606	1298	TRUE	Ank	Ank
168	P68431	H31_HUMAN	Histone H3.1(Histone H3/a)(Histone H3/b)(Histone H3/c)(Histone H3/d)(Histone H3/f)(Histone H3/h)(Histone H3/i)(Histone H3/j)(Histone H3/k)(Histone H3/l)(Histone H3/a)(Histone H3/b)(Histone H3/c)(Histone H3/d)(Histone H3/f)(Histone H3/h)(Histone H3/i)(Histone H3/j)(Histone H3/k)(Histone H3/l)	Homo sapiens (Human)	9606	136	TRUE	Ank	Partner
169	Q99728	BARD1_HUMAN	BRCA1-associated RING domain protein 1	Homo sapiens (Human)	9606	777	TRUE	Ank	Ank
170	Q53F80	Q53F80_HUMAN		Homo sapiens (Human)	9606	777	TRUE	Ank	Ank
171	O22265	SR43C_ARATH	Chromo protein SRP43	Arabidopsis thaliana (Mouse-ear cress)	3702	373	TRUE	Ank	Ank
172	Q8IUH5	ZDH17_HUMAN	Palmitoyltransferase ZDHHC17(Huntingtin yeast partner H)(Huntingtin-interacting protein 14)(Huntingtin-interacting protein 3)(Huntingtin-interacting protein H)(Putative MAPK-activating protein PM11)(Putative NF-kappa-B-activating protein 205)(Zinc finger DHHC domain-containing protein 17)(Huntingtin yeast partner H)(Huntingtin-interacting protein 14)(Huntingtin-interacting protein 3)(Huntingtin-in	Homo sapiens (Human)	9606	632	TRUE	Ank	Ank
173	A8KA01	A8KA01_HUMAN		Homo sapiens (Human)	9606	622	TRUE	Ank	Ank
174	Q9DFS3	Q9DFS3_CHICK		Gallus gallus (Chicken)	9031	852	TRUE	Ank	Ank
175	F1NYW1	F1NYW1_CHICK		Gallus gallus (Chicken)	9031	852	TRUE	Ank	Ank
176	Q00422	GABPA_MOUSE	GA-binding protein alpha chain	Mus musculus (Mouse)	10090	454	TRUE	Ank	Partner
177	Q00420	GABP1_MOUSE	GABP subunit beta-2	Mus musculus (Mouse)	10090	383	TRUE	Ank	Ank
178	Q7SIG6	ASAP2_MOUSE	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2(Development and differentiation-enhancing factor 2)(Paxillin-associated protein with ARF GAP activity 3)(Pyk2 C-terminus-associated protein)(Development and differentiation-enhancing factor 2)(Paxillin-associated protein with ARF GAP activity 3)(Pyk2 C-terminus-associated protein)	Mus musculus (Mouse)	10090	958	TRUE	Ank	Ank
179	P62775	MTPN_RAT	Myotrophin(Granule cell differentiation protein)(Protein V-1)(Granule cell differentiation protein)(Protein V-1)	Rattus norvegicus (Rat)	10116	118	TRUE	Ank	Ank
180	P62207	PP1B_CHICK	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	Gallus gallus (Chicken)	9031	327	TRUE	Ank	Partner
181	Q90623	MYPT1_CHICK	Protein phosphatase 1 regulatory subunit 12A(130 kDa myosin-binding subunit of smooth muscle myosin phosphatase)(Myosin phosphatase-targeting subunit 1)(PP1M subunit M110)(Protein phosphatase myosin-binding subunit)(130 kDa myosin-binding subunit of smooth muscle myosin phosphatase)(Myosin phosphatase-targeting subunit 1)(PP1M subunit M110)(Protein phosphatase myosin-binding subunit)	Gallus gallus (Chicken)	9031	1004	TRUE	Ank	Ank
182	Q01705	NOTC1_MOUSE	Neurogenic locus notch homolog protein 1(Motch A)(mT14)(p300)(Motch A)(mT14)(p300)	Mus musculus (Mouse)	10090	2531	TRUE	Ank	Ank
183	Q8TDY4	ASAP3_HUMAN	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3(Development and differentiation-enhancing factor-like 1)(Protein up-regulated in liver cancer 1)(Development and differentiation-enhancing factor-like 1)(Protein up-regulated in liver cancer 1)	Homo sapiens (Human)	9606	903	TRUE	Ank	Ank
184	Q9WUD2	TRPV2_RAT	Transient receptor potential cation channel subfamily V member 2(Osm-9-like TRP channel 2)(Stretch-activated channel 2B)(Vanilloid receptor-like protein 1)(Osm-9-like TRP channel 2)(Stretch-activated channel 2B)(Vanilloid receptor-like protein 1)	Rattus norvegicus (Rat)	10116	761	TRUE	Ank	Ank
185	Q9Y5S1	TRPV2_HUMAN	Transient receptor potential cation channel subfamily V member 2(Osm-9-like TRP channel 2)(Vanilloid receptor-like protein 1)(Osm-9-like TRP channel 2)(Vanilloid receptor-like protein 1)	Homo sapiens (Human)	9606	764	TRUE	Ank	Ank
186	Q91WD2	TRPV6_MOUSE	Transient receptor potential cation channel subfamily V member 6(Calcium transport protein 1)(Epithelial calcium channel 2)(Calcium transport protein 1)(Epithelial calcium channel 2)	Mus musculus (Mouse)	10090	727	TRUE	Ank	Ank
187	Q978J0	Y1425_THEVO	Putative ankyrin repeat protein TV1425	Thermoplasma volcanium (strain ATCC 51530 / DSM 4299 / JCM 9571 / NBRC 15438 / GSS1) 	273116	189	TRUE	Ank	Ank
188	Q8WUF5	IASPP_HUMAN	RelA-associated inhibitor(Inhibitor of ASPP protein)(NFkB-interacting protein 1)(PPP1R13B-like protein)(Inhibitor of ASPP protein)(NFkB-interacting protein 1)(PPP1R13B-like protein)	Homo sapiens (Human)	9606	828	TRUE	Ank	Ank
189	Q96DX5	ASB9_HUMAN	Ankyrin repeat and SOCS box protein 9	Homo sapiens (Human)	9606	294	TRUE	Ank	Ank
190	Q92882	OSTF1_HUMAN	Osteoclast-stimulating factor 1	Homo sapiens (Human)	9606	214	TRUE	Ank	Ank
191	Q13418	ILK_HUMAN	Integrin-linked protein kinase(59 kDa serine/threonine-protein kinase)(ILK-1)(ILK-2)(p59ILK)(59 kDa serine/threonine-protein kinase)(ILK-1)(ILK-2)(p59ILK)	Homo sapiens (Human)	9606	452	TRUE	Ank	Ank
192	P48059	LIMS1_HUMAN	LIM and senescent cell antigen-like-containing domain protein 1(Particularly interesting new Cys-His protein 1)(Renal carcinoma antigen NY-REN-48)(Particularly interesting new Cys-His protein 1)(Renal carcinoma antigen NY-REN-48)	Homo sapiens (Human)	9606	325	TRUE	Ank	Partner
193	Q7Z4I7	LIMS2_HUMAN	LIM and senescent cell antigen-like-containing domain protein 2(LIM-like protein 2)(Particularly interesting new Cys-His protein 2)(LIM-like protein 2)(Particularly interesting new Cys-His protein 2)	Homo sapiens (Human)	9606	341	TRUE	Ank	Partner
194	Q6IV60	Q6IV60_9POXV		Vaccinia virus 	10245	284	TRUE	Ank	Ank
195	E9ADW8	E9ADW8_LEIMA		Leishmania major 	5664	360	TRUE	Ank	Ank
196	Q15369	ELOC_HUMAN	Transcription elongation factor B polypeptide 1(Elongin 15 kDa subunit)(Elongin-C)(RNA polymerase II transcription factor SIII subunit C)(SIII p15)(Elongin 15 kDa subunit)(Elongin-C)(RNA polymerase II transcription factor SIII subunit C)(SIII p15)	Homo sapiens (Human)	9606	112	TRUE	Ank	Partner
197	Q15370	ELOB_HUMAN	Transcription elongation factor B polypeptide 2(Elongin 18 kDa subunit)(Elongin-B)(RNA polymerase II transcription factor SIII subunit B)(SIII p18)(Elongin 18 kDa subunit)(Elongin-B)(RNA polymerase II transcription factor SIII subunit B)(SIII p18)	Homo sapiens (Human)	9606	118	TRUE	Ank	Partner
198	Q9HBA0	TRPV4_HUMAN	Transient receptor potential cation channel subfamily V member 4(Osm-9-like TRP channel 4)(Transient receptor potential protein 12)(Vanilloid receptor-like channel 2)(Vanilloid receptor-like protein 2)(Vanilloid receptor-related osmotically-activated channel)(Osm-9-like TRP channel 4)(Transient receptor potential protein 12)(Vanilloid receptor-like channel 2)(Vanilloid receptor-like protein 2)(Van	Homo sapiens (Human)	9606	871	TRUE	Ank	Ank
200	P42771	CD2A1_HUMAN	Cyclin-dependent kinase inhibitor 2A, isoforms 1/2/3(Cyclin-dependent kinase 4 inhibitor A)(Multiple tumor suppressor 1)(p16-INK4a)(Cyclin-dependent kinase 4 inhibitor A)(Multiple tumor suppressor 1)(p16-INK4a)	Homo sapiens (Human)	9606	156	TRUE	Ank	Ank
201	Q5ZSV0	Q5ZSV0_LEGPH		Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513) 	272624	368	TRUE	Ank	Ank
203	P13127	CAZA1_CHICK	F-actin-capping protein subunit alpha-1(Beta-actinin subunit I)(CapZ 36/32)(Beta-actinin subunit I)(CapZ 36/32)	Gallus gallus (Chicken)	9031	286	TRUE	Ank	Partner
204	P14315	CAPZB_CHICK	F-actin-capping protein subunit beta isoforms 1 and 2(Beta-actinin subunit II)(CapZ 36/32)(CapZ B1 and B2)(Beta-actinin subunit II)(CapZ 36/32)(CapZ B1 and B2)	Gallus gallus (Chicken)	9031	277	TRUE	Ank	Partner
205	P62774	MTPN_MOUSE	Myotrophin(Granule cell differentiation protein)(Protein V-1)(Granule cell differentiation protein)(Protein V-1)	Mus musculus (Mouse)	10090	118	TRUE	Ank	Ank
206	Q9NWT6	HIF1N_HUMAN	Hypoxia-inducible factor 1-alpha inhibitor(Factor inhibiting HIF-1)(Hypoxia-inducible factor asparagine hydroxylase)(Factor inhibiting HIF-1)(Hypoxia-inducible factor asparagine hydroxylase)	Homo sapiens (Human)	9606	349	TRUE	Ank	Partner
207	P42574	CASP3_HUMAN	Caspase-3(Apopain)(Cysteine protease CPP32)(Protein Yama)(SREBP cleavage activity 1)(Apopain)(Cysteine protease CPP32)(Protein Yama)(SREBP cleavage activity 1)	Homo sapiens (Human)	9606	277	TRUE	Ank	Partner
208	Q9H2K2	TNKS2_HUMAN	Tankyrase-2(ADP-ribosyltransferase diphtheria toxin-like 6)(Poly [ADP-ribose] polymerase 5B)(TNKS-2)(TRF1-interacting ankyrin-related ADP-ribose polymerase 2)(Tankyrase II)(Tankyrase-like protein)(Tankyrase-related protein)(ADP-ribosyltransferase diphtheria toxin-like 6)(Poly [ADP-ribose] polymerase 5B)(TNKS-2)(TRF1-interacting ankyrin-related ADP-ribose polymerase 2)(Tankyrase II)(Tankyrase-like 	Homo sapiens (Human)	9606	1166	TRUE	Ank	Ank
209	Q14790	CASP8_HUMAN	Caspase-8(Apoptotic cysteine protease)(Apoptotic protease Mch-5)(CAP4)(FADD-homologous ICE/ced-3-like protease)(FADD-like ICE)(ICE-like apoptotic protease 5)(MORT1-associated ced-3 homolog)(Apoptotic cysteine protease)(Apoptotic protease Mch-5)(CAP4)(FADD-homologous ICE/ced-3-like protease)(FADD-like ICE)(ICE-like apoptotic protease 5)(MORT1-associated ced-3 homolog)	Homo sapiens (Human)	9606	479	TRUE	Ank	Partner
210	P58546	MTPN_HUMAN	Protein V-1	Homo sapiens (Human)	9606	118	TRUE	Ank	Ank
211	P54775	PRS6B_MOUSE	26S protease regulatory subunit 6B(26S proteasome AAA-ATPase subunit RPT3)(CIP21)(MB67-interacting protein)(MIP224)(Proteasome 26S subunit ATPase 4)(Tat-binding protein 7)(26S proteasome AAA-ATPase subunit RPT3)(CIP21)(MB67-interacting protein)(MIP224)(Proteasome 26S subunit ATPase 4)(Tat-binding protein 7)	Mus musculus (Mouse)	10090	418	TRUE	Ank	Partner
212	Q838Q8	Q838Q8_ENTFA		Enterococcus faecalis (strain ATCC 700802 / V583) 	226185	201	TRUE	Ank	Ank
213	Q15027	ACAP1_HUMAN	Centaurin-beta-1	Homo sapiens (Human)	9606	740	TRUE	Ank	Ank
214	P31224	ACRB_ECOLI	Acriflavine resistance protein B	Escherichia coli (strain K12) 	83333	1049	TRUE	Ank	Partner
215	Q9H9E1	ANRA2_HUMAN	RFXANK-like protein 2	Homo sapiens (Human)	9606	313	TRUE	Ank	Ank
216	C7NDE2	C7NDE2_LEPBD		Leptotrichia buccalis (strain ATCC 14201 / DSM 1135 / JCM 12969 / NCTC 10249) 	523794	183	TRUE	Ank	Ank
217	P05556	ITB1_HUMAN	Integrin beta-1(Fibronectin receptor subunit beta)(VLA-4 subunit beta)(Fibronectin receptor subunit beta)(VLA-4 subunit beta)	Homo sapiens (Human)	9606	798	TRUE	Ank	Partner
218	P78314	3BP2_HUMAN	SH3 domain-binding protein 2	Homo sapiens (Human)	9606	561	TRUE	Ank	Partner
219	Q07820	MCL1_HUMAN	Induced myeloid leukemia cell differentiation protein Mcl-1(Bcl-2-like protein 3)(Bcl-2-related protein EAT/mcl1)(mcl1/EAT)(Bcl-2-like protein 3)(Bcl-2-related protein EAT/mcl1)(mcl1/EAT)	Homo sapiens (Human)	9606	350	TRUE	Ank	Partner
220	P37107	SR54C_ARATH	FFC	Arabidopsis thaliana (Mouse-ear cress)	3702	564	TRUE	Ank	Partner
221	Q6PFX9	TNKS1_MOUSE	Tankyrase-1(ADP-ribosyltransferase diphtheria toxin-like 5)(TRF1-interacting ankyrin-related ADP-ribose polymerase 1)(ADP-ribosyltransferase diphtheria toxin-like 5)(TRF1-interacting ankyrin-related ADP-ribose polymerase 1)	Mus musculus (Mouse)	10090	1320	TRUE	Ank	Ank
222	O35625	AXIN1_MOUSE	Axin-1(Axis inhibition protein 1)(Protein Fused)(Axis inhibition protein 1)(Protein Fused)	Mus musculus (Mouse)	10090	863	TRUE	Ank	Partner
223	O14593	RFXK_HUMAN	DNA-binding protein RFXANK(Ankyrin repeat family A protein 1)(Regulatory factor X subunit B)(Regulatory factor X-associated ankyrin-containing protein)(Ankyrin repeat family A protein 1)(Regulatory factor X subunit B)(Regulatory factor X-associated ankyrin-containing protein)	Homo sapiens (Human)	9606	260	TRUE	Ank	Ank
224	P56524	HDAC4_HUMAN	Histone deacetylase 4	Homo sapiens (Human)	9606	1084	TRUE	Ank	Partner
225	P98158	LRP2_RAT	Low-density lipoprotein receptor-related protein 2(Glycoprotein 330)(Megalin)(Glycoprotein 330)(Megalin)	Rattus norvegicus (Rat)	10116	4660	TRUE	Ank	Partner
226	P48382	RFX5_HUMAN	Regulatory factor X 5	Homo sapiens (Human)	9606	616	TRUE	Ank	Partner
227	P63086	MK01_RAT	Mitogen-activated protein kinase 1(ERT1)(Extracellular signal-regulated kinase 2)(MAP kinase isoform p42)(Mitogen-activated protein kinase 2)(ERT1)(Extracellular signal-regulated kinase 2)(MAP kinase isoform p42)(Mitogen-activated protein kinase 2)	Rattus norvegicus (Rat)	10116	358	TRUE	Ank	Partner
228	O15350	P73_HUMAN	Tumor protein p73(p53-like transcription factor)(p53-related protein)(p53-like transcription factor)(p53-related protein)	Homo sapiens (Human)	9606	636	TRUE	Ank	Partner
229	P11818	SPIKE_ADE05	Protein IV	Human adenovirus C serotype 5 (HAdV-5)(Human adenovirus 5)	28285	581	TRUE	Ank	Partner
230	P70280	VAMP7_MOUSE	Synaptobrevin-like protein 1	Mus musculus (Mouse)	10090	220	TRUE	Ank	Partner
231	Q96NW4	ANR27_HUMAN	VPS9 domain-containing protein	Homo sapiens (Human)	9606	1050	TRUE	Ank	Ank
232	D0VWZ0	D0VWZ0_SHEEP		Ovis aries (Sheep)	9940	451	TRUE	Ank	Partner
233	D0VWY9	D0VWY9_SHEEP		Ovis aries (Sheep)	9940	445	TRUE	Ank	Partner
250	O88522	NEMO_MOUSE	NF-kappa-B essential modulator(IkB kinase-associated protein 1)(Inhibitor of nuclear factor kappa-B kinase subunit gamma)(NF-kappa-B essential modifier)(IkB kinase-associated protein 1)(Inhibitor of nuclear factor kappa-B kinase subunit gamma)(NF-kappa-B essential modifier)	Mus musculus (Mouse)	10090	412	TRUE	Ank	Partner
251	Q8VC91	Q8VC91_MOUSE		Mus musculus (Mouse)	10090	411	TRUE	Ank	Partner
259	P0AEX9	MALE_ECOLI	Maltose-binding periplasmic protein(MBP)(MMBP)(Maltodextrin-binding protein)(MBP)(MMBP)(Maltodextrin-binding protein)	Escherichia coli (strain K12) 	83333	396	TRUE	Ank	Partner
260	E2DP59	E2DP59_STREE		Streptococcus pneumoniae 	1313	264	TRUE	Ank	Partner
261	P0A3Y5	KKA3_ENTFL	Aminoglycoside 3'-phosphotransferase(APH(3')III)(Kanamycin kinase, type III)(Neomycin-kanamycin phosphotransferase type III)(APH(3')III)(Kanamycin kinase, type III)(Neomycin-kanamycin phosphotransferase type III)	Enterococcus faecalis (Streptococcus faecalis)	1351	264	TRUE	Ank	Partner
262	P0A3Y6	KKA3_STAAU	Aminoglycoside 3'-phosphotransferase(APH(3')III)(Kanamycin kinase, type III)(Neomycin-kanamycin phosphotransferase type III)(APH(3')III)(Kanamycin kinase, type III)(Neomycin-kanamycin phosphotransferase type III)	Staphylococcus aureus 	1280	263	TRUE	Ank	Partner
263	P42575	CASP2_HUMAN	Caspase-2(Neural precursor cell expressed developmentally down-regulated protein 2)(Protease ICH-1)(Neural precursor cell expressed developmentally down-regulated protein 2)(Protease ICH-1)	Homo sapiens (Human)	9606	452	TRUE	Ank	Partner
264	B4E085	B4E085_HUMAN		Homo sapiens (Human)	9606	202	TRUE	Ank	Partner
265	B4E0I5	B4E0I5_HUMAN	HASH(0x5d2bfe8)	Homo sapiens (Human)	9606	336	TRUE	Ank	Partner
266	NRC	NULL	NULL	NULL	NULL	117	YES	Ank	DARPIN
267	P53350	PLK1_HUMAN	Serine/threonine-protein kinase PLK1(Polo-like kinase 1)(Serine/threonine-protein kinase 13)(Polo-like kinase 1)(Serine/threonine-protein kinase 13)	Homo sapiens (Human)	9606	603	TRUE	Ank	Partner
268	Q9G096	Q9G096_9CAUD		Lactococcus phage TP901-1 	35345	163	TRUE	Ank	Partner
278	DARPIN-34_I78S	NULL	NULL	NULL	NULL	138	YES	Ank	DARPIN
295	OR266	NULL	NULL	NULL	NULL	172	YES	Ank	DARPIN
296	OR264	NULL	NULL	NULL	NULL	172	YES	Ank	DARPIN
297	DARPin_E2_79	NULL	NULL	NULL	NULL	137	YES	Ank	DARPIN
298	Darpin_D2	NULL	NULL	NULL	NULL	172	YES	Ank	DARPIN
